--2019-04-08 21:29:44--  http://ftp.se.debian.org/tails/stable/iuk/Tails_amd64_3.7.1_to_3.8.iuk
Resolving ftp.se.debian.org (ftp.se.debian.org)... 194.71.11.165, 194.71.11.173, 2001:6b0:19::173, ...
Connecting to ftp.se.debian.org (ftp.se.debian.org)|194.71.11.165|:80... connected.
HTTP request sent, awaiting response... 302 Found
Location: http://caesar.ftp.acc.umu.se/tails/stable/iuk/Tails_amd64_3.7.1_to_3.8.iuk [following]
--2019-04-08 21:29:44--  http://caesar.ftp.acc.umu.se/tails/stable/iuk/Tails_amd64_3.7.1_to_3.8.iuk
Resolving caesar.ftp.acc.umu.se (caesar.ftp.acc.umu.se)... 194.71.11.142, 2001:6b0:19::142
Connecting to caesar.ftp.acc.umu.se (caesar.ftp.acc.umu.se)|194.71.11.142|:80... connected.
HTTP request sent, awaiting response... 200 OK
Length: 113336320 (108M)
Saving to: ‘Tails_amd64_3.7.1_to_3.8.iuk.1’

     0K .......... .......... .......... .......... ..........  0%  520K 3m33s
  3950K .......... .......... .......... .......... ..........  3%  141M 11s
  4000K .......... .......... .......... .......... ..........  3% 82.4M 10s
  4050K .......... .......... .......... .......... ..........  3%  128M 10s
  4100K .......... .......... .......... .......... ..........  3%  134M 10s
  4150K .......... .......... .......... .......... ..........  3% 83.5M 10s
  4200K .......... .......... .......... .......... ..........  3%  125M 10s
  4250K .......... .......... .......... .......... ..........  3%  140M 10s
  4300K .......... .......... .......... .......... ..........  3% 75.6M 10s
  4350K .......... .......... .......... .......... ..........  3% 1.37M 11s
  4400K .......... .......... .......... .......... ..........  4% 39.1M 10s
  4450K .......... .......... .......... .......... ..........  4% 70.8M 10s
  4500K .......... .......... .......... .......... ..........  4% 81.0M 10s
  4550K .......... .......... .......... .......... ..........  4% 94.8M 10s
  4600K .......... .......... .......... .......... ..........  4% 77.9M 10s
  4650K .......... .......... .......... .......... ..........  4%  131M 10s
  4700K .......... .......... .......... .......... ..........  4% 85.1M 10s
  4750K .......... .......... .......... .......... ..........  4%  135M 10s
  4800K .......... .......... .......... .......... ..........  4%  128M 10s
  4850K .......... .......... .......... .......... ..........  4%  138M 10s
  4900K .......... .......... .......... .......... ..........  4% 82.2M 9s
  4950K .......... .......... .......... .......... ..........  4%  136M 9s
  5000K .......... .......... .......... .......... ..........  4%  130M 9s
  5050K .......... .......... .......... .......... ..........  4% 80.7M 9s
  5100K .......... .......... .......... .......... ..........  4%  139M 9s
  5150K .......... .......... .......... .......... ..........  4%  137M 9s
  5200K .......... .......... .......... .......... ..........  4% 83.9M 9s
  5250K .......... .......... .......... .......... ..........  4%  125M 9s
  5300K .......... .......... .......... .......... ..........  4%  129M 9s
  5350K .......... .......... .......... .......... ..........  4% 85.8M 9s
  5400K .......... .......... .......... .......... ..........  4%  126M 9s
  5450K .......... .......... .......... .......... ..........  4%  123M 9s
  5500K .......... .......... .......... .......... ..........  5% 89.0M 8s
  5550K .......... .......... .......... .......... ..........  5%  128M 8s
  5600K .......... .......... .......... .......... ..........  5%  137M 8s
  5650K .......... .......... .......... .......... ..........  5% 82.6M 8s
  5700K .......... .......... .......... .......... ..........  5%  136M 8s
  5750K .......... .......... .......... .......... ..........  5% 1.36M 9s
  5800K .......... .......... .......... .......... ..........  5% 61.8M 9s
  5850K .......... .......... .......... .......... ..........  5% 66.9M 9s
  5900K .......... .......... .......... .......... ..........  5% 63.2M 9s
  5950K .......... .......... .......... .......... ..........  5% 90.0M 8s
  6000K .......... .......... .......... .......... ..........  5% 85.1M 8s
  6050K .......... .......... .......... .......... ..........  5%  136M 8s
  6100K .......... .......... .......... .......... ..........  5%  129M 8s
  6150K .......... .......... .......... .......... ..........  5% 82.3M 8s
  6200K .......... .......... .......... .......... ..........  5%  138M 8s
  6250K .......... .......... .......... .......... ..........  5%  127M 8s
  6300K .......... .......... .......... .......... ..........  5% 87.2M 8s
  6350K .......... .......... .......... .......... ..........  5%  121M 8s
  6400K .......... .......... .......... .......... ..........  5%  146M 8s
  6450K .......... .......... .......... .......... ..........  5% 82.2M 8s
  6500K .......... .......... .......... .......... ..........  5%  124M 8s
  6550K .......... .......... .......... .......... ..........  5%  140M 8s
  6600K .......... .......... .......... .......... ..........  6% 81.9M 8s
  6650K .......... .......... .......... .......... ..........  6%  136M 8s
  6700K .......... .......... .......... .......... ..........  6%  126M 8s
  6750K .......... .......... .......... .......... ..........  6% 84.5M 8s
  6800K .......... .......... .......... .......... ..........  6%  135M 7s
  6850K .......... .......... .......... .......... ..........  6%  128M 7s
  6900K .......... .......... .......... .......... ..........  6%  137M 7s
  6950K .......... .......... .......... .......... ..........  6% 81.9M 7s
  7000K .......... .......... .......... .......... ..........  6%  137M 7s
  7050K .......... .......... .......... .......... ..........  6%  129M 7s
  7100K .......... .......... .......... .......... ..........  6% 87.2M 7s
  7150K .......... .......... .......... .......... ..........  6%  121M 7s
  7200K .......... .......... .......... .......... ..........  6% 1.40M 8s
  7250K .......... .......... .......... .......... ..........  6% 61.9M 8s
  7300K .......... .......... .......... .......... ..........  6% 63.8M 8s
  7350K .......... .......... .......... .......... ..........  6% 77.9M 7s
  7400K .......... .......... .......... .......... ..........  6% 42.3M 7s
  7450K .......... .......... .......... .......... ..........  6%  132M 7s
  7500K .......... .......... .......... .......... ..........  6% 74.4M 7s
  7550K .......... .......... .......... .......... ..........  6%  161M 7s
  7600K .......... .......... .......... .......... ..........  6%  121M 7s
  7650K .......... .......... .......... .......... ..........  6% 85.8M 7s
  7700K .......... .......... .......... .......... ..........  7%  141M 7s
  7750K .......... .......... .......... .......... ..........  7%  126M 7s
  7800K .......... .......... .......... .......... ..........  7% 87.1M 7s
  7850K .......... .......... .......... .......... ..........  7%  127M 7s
  7900K .......... .......... .......... .......... ..........  7%  136M 7s
  7950K .......... .......... .......... .......... ..........  7% 83.3M 7s
  8000K .......... .......... .......... .......... ..........  7%  134M 7s
  8050K .......... .......... .......... .......... ..........  7%  130M 7s
  8100K .......... .......... .......... .......... ..........  7% 82.8M 7s
  8150K .......... .......... .......... .......... ..........  7%  130M 7s
  8200K .......... .......... .......... .......... ..........  7%  128M 7s
  8250K .......... .......... .......... .......... ..........  7%  141M 7s
  8300K .......... .......... .......... .......... ..........  7% 82.4M 7s
  8350K .......... .......... .......... .......... ..........  7%  136M 7s
  8400K .......... .......... .......... .......... ..........  7%  130M 7s
  8450K .......... .......... .......... .......... ..........  7% 81.0M 7s
  8500K .......... .......... .......... .......... ..........  7%  137M 7s
  8550K .......... .......... .......... .......... ..........  7%  129M 6s
  8600K .......... .......... .......... .......... ..........  7% 86.8M 6s
  8650K .......... .......... .......... .......... ..........  7%  126M 6s
  8700K .......... .......... .......... .......... ..........  7%  136M 6s
  8750K .......... .......... .......... .......... ..........  7% 1.41M 7s
  8800K .......... .......... .......... .......... ..........  7% 93.5M 7s
  8850K .......... .......... .......... .......... ..........  8% 61.9M 7s
  8900K .......... .......... .......... .......... ..........  8% 50.8M 7s
  8950K .......... .......... .......... .......... ..........  8%  128M 7s
  9000K .......... .......... .......... .......... ..........  8% 72.8M 7s
  9050K .......... .......... .......... .......... ..........  8%  142M 7s
  9100K .......... .......... .......... .......... ..........  8%  128M 6s
  9150K .......... .......... .......... .......... ..........  8% 86.4M 6s
  9200K .......... .......... .......... .......... ..........  8%  107M 6s
  9250K .......... .......... .......... .......... ..........  8%  156M 6s
  9300K .......... .......... .......... .......... ..........  8% 86.8M 6s
  9350K .......... .......... .......... .......... ..........  8%  127M 6s
  9400K .......... .......... .......... .......... ..........  8%  135M 6s
  9450K .......... .......... .......... .......... ..........  8% 83.3M 6s
  9500K .......... .......... .......... .......... ..........  8%  133M 6s
  9550K .......... .......... .......... .......... ..........  8%  130M 6s
  9600K .......... .......... .......... .......... ..........  8% 82.4M 6s
  9650K .......... .......... .......... .......... ..........  8%  136M 6s
  9700K .......... .......... .......... .......... ..........  8%  128M 6s
  9750K .......... .......... .......... .......... ..........  8%  138M 6s
  9800K .......... .......... .......... .......... ..........  8% 81.9M 6s
  9850K .......... .......... .......... .......... ..........  8%  137M 6s
  9900K .......... .......... .......... .......... ..........  8%  127M 6s
  9950K .......... .......... .......... .......... ..........  9% 87.5M 6s
 10000K .......... .......... .......... .......... ..........  9%  123M 6s
 10050K .......... .......... .......... .......... ..........  9%  141M 6s
 10100K .......... .......... .......... .......... ..........  9% 82.3M 6s
 10150K .......... .......... .......... .......... ..........  9%  127M 6s
 10200K .......... .......... .......... .......... ..........  9%  137M 6s
 10250K .......... .......... .......... .......... ..........  9% 82.4M 6s
 10300K .......... .......... .......... .......... ..........  9%  135M 6s
 10350K .......... .......... .......... .......... ..........  9% 1.43M 6s
 10400K .......... .......... .......... .......... ..........  9% 97.1M 6s
 10450K .......... .......... .......... .......... ..........  9% 71.3M 6s
 10500K .......... .......... .......... .......... ..........  9%  149M 6s
 10550K .......... .......... .......... .......... ..........  9% 42.4M 6s
 10600K .......... .......... .......... .......... ..........  9%  131M 6s
 10650K .......... .......... .......... .......... ..........  9% 83.7M 6s
 10700K .......... .......... .......... .......... ..........  9%  137M 6s
 10750K .......... .......... .......... .......... ..........  9%  137M 6s
 10800K .......... .......... .......... .......... ..........  9% 81.1M 6s
 10850K .......... .......... .......... .......... ..........  9%  121M 6s
 10900K .......... .......... .......... .......... ..........  9%  141M 6s
 10950K .......... .......... .......... .......... ..........  9% 74.9M 6s
 11000K .......... .......... .......... .......... ..........  9%  145M 6s
 11050K .......... .......... .......... .......... .......... 10%  140M 6s
 11100K .......... .......... .......... .......... .......... 10% 83.1M 6s
 11150K .......... .......... .......... .......... .......... 10%  132M 6s
 11200K .......... .......... .......... .......... .......... 10%  127M 6s
 11250K .......... .......... .......... .......... .......... 10% 84.6M 6s
 11300K .......... .......... .......... .......... .......... 10%  133M 6s
 11350K .......... .......... .......... .......... .......... 10%  128M 6s
 11400K .......... .......... .......... .......... .......... 10%  136M 6s
 11450K .......... .......... .......... .......... .......... 10% 75.6M 6s
 11500K .......... .......... .......... .......... .......... 10%  157M 6s
 11550K .......... .......... .......... .......... .......... 10%  129M 5s
 11600K .......... .......... .......... .......... .......... 10% 90.0M 5s
 11650K .......... .......... .......... .......... .......... 10%  124M 5s
 11700K .......... .......... .......... .......... .......... 10%  136M 5s
 11750K .......... .......... .......... .......... .......... 10% 83.7M 5s
 11800K .......... .......... .......... .......... .......... 10%  127M 5s
 11850K .......... .......... .......... .......... .......... 10%  137M 5s
 11900K .......... .......... .......... .......... .......... 10% 82.2M 5s
 11950K .......... .......... .......... .......... .......... 10%  146M 5s
 12000K .......... .......... .......... .......... .......... 10%  119M 5s
 12050K .......... .......... .......... .......... .......... 10% 1.45M 6s
 12100K .......... .......... .......... .......... .......... 10%  141M 6s
 12150K .......... .......... .......... .......... .......... 11%  128M 5s
 12200K .......... .......... .......... .......... .......... 11% 52.5M 5s
 12250K .......... .......... .......... .......... .......... 11% 92.5M 5s
 12300K .......... .......... .......... .......... .......... 11% 77.7M 5s
 12350K .......... .......... .......... .......... .......... 11%  138M 5s
 12400K .......... .......... .......... .......... .......... 11%  114M 5s
 12450K .......... .......... .......... .......... .......... 11% 95.8M 5s
 12500K .......... .......... .......... .......... .......... 11%  128M 5s
 12550K .......... .......... .......... .......... .......... 11%  129M 5s
 12600K .......... .......... .......... .......... .......... 11% 87.2M 5s
 12650K .......... .......... .......... .......... .......... 11%  121M 5s
 12700K .......... .......... .......... .......... .......... 11%  140M 5s
 12750K .......... .......... .......... .......... .......... 11% 81.7M 5s
 12800K .......... .......... .......... .......... .......... 11%  139M 5s
 12850K .......... .......... .......... .......... .......... 11%  129M 5s
 12900K .......... .......... .......... .......... .......... 11% 82.6M 5s
 12950K .......... .......... .......... .......... .......... 11%  134M 5s
 13000K .......... .......... .......... .......... .......... 11%  143M 5s
 13050K .......... .......... .......... .......... .......... 11%  126M 5s
 13100K .......... .......... .......... .......... .......... 11% 79.9M 5s
 13150K .......... .......... .......... .......... .......... 11%  122M 5s
 13200K .......... .......... .......... .......... .......... 11%  124M 5s
 13250K .......... .......... .......... .......... .......... 12% 91.6M 5s
 13300K .......... .......... .......... .......... .......... 12%  141M 5s
 13350K .......... .......... .......... .......... .......... 12%  135M 5s
 13400K .......... .......... .......... .......... .......... 12% 83.6M 5s
 13450K .......... .......... .......... .......... .......... 12%  125M 5s
 13500K .......... .......... .......... .......... .......... 12%  138M 5s
 13550K .......... .......... .......... .......... .......... 12% 83.1M 5s
 13600K .......... .......... .......... .......... .......... 12%  134M 5s
 13650K .......... .......... .......... .......... .......... 12%  129M 5s
 13700K .......... .......... .......... .......... .......... 12%  136M 5s
 13750K .......... .......... .......... .......... .......... 12% 82.7M 5s
 13800K .......... .......... .......... .......... .......... 12% 1.52M 5s
 13850K .......... .......... .......... .......... .......... 12% 33.6M 5s
 13900K .......... .......... .......... .......... .......... 12%  149M 5s
 13950K .......... .......... .......... .......... .......... 12% 49.2M 5s
 14000K .......... .......... .......... .......... .......... 12%  148M 5s
 14050K .......... .......... .......... .......... .......... 12% 74.6M 5s
 14100K .......... .......... .......... .......... .......... 12%  131M 5s
 14150K .......... .......... .......... .......... .......... 12% 20.3M 5s
 14200K .......... .......... .......... .......... .......... 12%  320M 5s
 14250K .......... .......... .......... .......... .......... 12%  232M 5s
 14300K .......... .......... .......... .......... .......... 12%  239M 5s
 14350K .......... .......... .......... .......... .......... 13%  264M 5s
 14400K .......... .......... .......... .......... .......... 13%  245M 5s
 14450K .......... .......... .......... .......... .......... 13%  335M 5s
 14500K .......... .......... .......... .......... .......... 13%  226M 5s
 14550K .......... .......... .......... .......... .......... 13%  218M 5s
 14600K .......... .......... .......... .......... .......... 13% 25.3M 5s
 14650K .......... .......... .......... .......... .......... 13%  232M 5s
 14700K .......... .......... .......... .......... .......... 13%  273M 5s
 14750K .......... .......... .......... .......... .......... 13%  175M 5s
 14800K .......... .......... .......... .......... .......... 13%  245M 5s
 14850K .......... .......... .......... .......... .......... 13%  331M 5s
 14900K .......... .......... .......... .......... .......... 13%  223M 5s
 14950K .......... .......... .......... .......... .......... 13% 14.9M 5s
 15000K .......... .......... .......... .......... .......... 13%  174M 5s
 15050K .......... .......... .......... .......... .......... 13%  338M 5s
 15100K .......... .......... .......... .......... .......... 13%  243M 5s
 15150K .......... .......... .......... .......... .......... 13%  292M 5s
 15200K .......... .......... .......... .......... .......... 13%  248M 5s
 15250K .......... .......... .......... .......... .......... 13%  331M 5s
 15300K .......... .......... .......... .......... .......... 13%  227M 5s
 15350K .......... .......... .......... .......... .......... 13%  226M 5s
 15400K .......... .......... .......... .......... .......... 13%  317M 5s
 15450K .......... .......... .......... .......... .......... 14%  251M 5s
 15500K .......... .......... .......... .......... .......... 14%  329M 5s
 15550K .......... .......... .......... .......... .......... 14%  219M 5s
 15600K .......... .......... .......... .......... .......... 14% 8.56M 5s
 15650K .......... .......... .......... .......... .......... 14%  342M 5s
 15700K .......... .......... .......... .......... .......... 14% 1.77M 5s
 15750K .......... .......... .......... .......... .......... 14%  159M 5s
 15800K .......... .......... .......... .......... .......... 14% 67.3M 5s
 15850K .......... .......... .......... .......... .......... 14% 71.3M 5s
 15900K .......... .......... .......... .......... .......... 14%  139M 5s
 15950K .......... .......... .......... .......... .......... 14%  124M 5s
 16000K .......... .......... .......... .......... .......... 14% 19.4M 5s
 16050K .......... .......... .......... .......... .......... 14%  148M 5s
 16100K .......... .......... .......... .......... .......... 14%  139M 5s
 16150K .......... .......... .......... .......... .......... 14% 82.8M 5s
 16200K .......... .......... .......... .......... .......... 14%  111M 5s
 16250K .......... .......... .......... .......... .......... 14%  163M 5s
 16300K .......... .......... .......... .......... .......... 14% 81.7M 5s
 16350K .......... .......... .......... .......... .......... 14%  136M 5s
 16400K .......... .......... .......... .......... .......... 14%  134M 5s
 16450K .......... .......... .......... .......... .......... 14%  133M 4s
 16500K .......... .......... .......... .......... .......... 14% 81.2M 4s
 16550K .......... .......... .......... .......... .......... 14%  137M 4s
 16600K .......... .......... .......... .......... .......... 15%  125M 4s
 16650K .......... .......... .......... .......... .......... 15% 89.1M 4s
 16700K .......... .......... .......... .......... .......... 15%  123M 4s
 16750K .......... .......... .......... .......... .......... 15%  139M 4s
 16800K .......... .......... .......... .......... .......... 15% 81.2M 4s
 16850K .......... .......... .......... .......... .......... 15% 87.1M 4s
 16900K .......... .......... .......... .......... .......... 15% 59.6M 4s
 16950K .......... .......... .......... .......... .......... 15%  156M 4s
 17000K .......... .......... .......... .......... .......... 15%  125M 4s
 17050K .......... .......... .......... .......... .......... 15%  140M 4s
 17100K .......... .......... .......... .......... .......... 15% 82.7M 4s
 17150K .......... .......... .......... .......... .......... 15%  135M 4s
 17200K .......... .......... .......... .......... .......... 15%  127M 4s
 17250K .......... .......... .......... .......... .......... 15%  140M 4s
 17300K .......... .......... .......... .......... .......... 15% 82.3M 4s
 17350K .......... .......... .......... .......... .......... 15%  136M 4s
 17400K .......... .......... .......... .......... .......... 15%  127M 4s
 17450K .......... .......... .......... .......... .......... 15% 82.4M 4s
 17500K .......... .......... .......... .......... .......... 15% 17.5M 4s
 17550K .......... .......... .......... .......... .......... 15% 86.7M 4s
 17600K .......... .......... .......... .......... .......... 15% 94.0M 4s
 17650K .......... .......... .......... .......... .......... 15% 1.83M 4s
 17700K .......... .......... .......... .......... .......... 16%  113M 4s
 17750K .......... .......... .......... .......... .......... 16% 88.5M 4s
 17800K .......... .......... .......... .......... .......... 16%  105M 4s
 17850K .......... .......... .......... .......... .......... 16% 82.7M 4s
 17900K .......... .......... .......... .......... .......... 16%  125M 4s
 17950K .......... .......... .......... .......... .......... 16% 16.0M 4s
 18000K .......... .......... .......... .......... .......... 16% 67.0M 4s
 18050K .......... .......... .......... .......... .......... 16%  146M 4s
 18100K .......... .......... .......... .......... .......... 16%  136M 4s
 18150K .......... .......... .......... .......... .......... 16% 83.0M 4s
 18200K .......... .......... .......... .......... .......... 16%  125M 4s
 18250K .......... .......... .......... .......... .......... 16%  143M 4s
 18300K .......... .......... .......... .......... .......... 16% 85.6M 4s
 18350K .......... .......... .......... .......... .......... 16%  125M 4s
 18400K .......... .......... .......... .......... .......... 16%  129M 4s
 18450K .......... .......... .......... .......... .......... 16% 86.9M 4s
 18500K .......... .......... .......... .......... .......... 16%  126M 4s
 18550K .......... .......... .......... .......... .......... 16%  127M 4s
 18600K .......... .......... .......... .......... .......... 16% 86.1M 4s
 18650K .......... .......... .......... .......... .......... 16%  136M 4s
 18700K .......... .......... .......... .......... .......... 16%  129M 4s
 18750K .......... .......... .......... .......... .......... 16% 82.4M 4s
 18800K .......... .......... .......... .......... .......... 17%  135M 4s
 18850K .......... .......... .......... .......... .......... 17% 72.7M 4s
 18900K .......... .......... .......... .......... .......... 17% 66.0M 4s
 18950K .......... .......... .......... .......... .......... 17%  119M 4s
 19000K .......... .......... .......... .......... .......... 17%  139M 4s
 19050K .......... .......... .......... .......... .......... 17% 81.8M 4s
 19100K .......... .......... .......... .......... .......... 17%  139M 4s
 19150K .......... .......... .......... .......... .......... 17%  125M 4s
 19200K .......... .......... .......... .......... .......... 17%  141M 4s
 19250K .......... .......... .......... .......... .......... 17% 82.0M 4s
 19300K .......... .......... .......... .......... .......... 17%  137M 4s
 19350K .......... .......... .......... .......... .......... 17%  133M 4s
 19400K .......... .......... .......... .......... .......... 17% 80.1M 4s
 19450K .......... .......... .......... .......... .......... 17%  137M 4s
 19500K .......... .......... .......... .......... .......... 17%  132M 4s
 19550K .......... .......... .......... .......... .......... 17% 47.5M 4s
 19600K .......... .......... .......... .......... .......... 17% 60.8M 4s
 19650K .......... .......... .......... .......... .......... 17%  147M 4s
 19700K .......... .......... .......... .......... .......... 17% 1.80M 4s
 19750K .......... .......... .......... .......... .......... 17%  118M 4s
 19800K .......... .......... .......... .......... .......... 17% 76.3M 4s
 19850K .......... .......... .......... .......... .......... 17%  138M 4s
 19900K .......... .......... .......... .......... .......... 18%  128M 4s
 19950K .......... .......... .......... .......... .......... 18% 77.7M 4s
 20000K .......... .......... .......... .......... .......... 18% 13.8M 4s
 20050K .......... .......... .......... .......... .......... 18%  147M 4s
 20100K .......... .......... .......... .......... .......... 18%  127M 4s
 20150K .......... .......... .......... .......... .......... 18%  137M 4s
 20200K .......... .......... .......... .......... .......... 18% 82.9M 4s
 20250K .......... .......... .......... .......... .......... 18%  129M 4s
 20300K .......... .......... .......... .......... .......... 18%  134M 4s
 20350K .......... .......... .......... .......... .......... 18% 82.3M 4s
 20400K .......... .......... .......... .......... .......... 18%  136M 4s
 20450K .......... .......... .......... .......... .......... 18%  129M 4s
 20500K .......... .......... .......... .......... .......... 18%  139M 4s
 20550K .......... .......... .......... .......... .......... 18% 81.6M 4s
 20600K .......... .......... .......... .......... .......... 18%  136M 4s
 20650K .......... .......... .......... .......... .......... 18%  133M 4s
 20700K .......... .......... .......... .......... .......... 18% 80.6M 4s
 20750K .......... .......... .......... .......... .......... 18%  137M 4s
 20800K .......... .......... .......... .......... .......... 18%  130M 4s
 20850K .......... .......... .......... .......... .......... 18% 81.0M 4s
 20900K .......... .......... .......... .......... .......... 18%  140M 4s
 20950K .......... .......... .......... .......... .......... 18% 71.0M 4s
 21000K .......... .......... .......... .......... .......... 19% 73.3M 4s
 21050K .......... .......... .......... .......... .......... 19%  129M 4s
 21100K .......... .......... .......... .......... .......... 19%  135M 4s
 21150K .......... .......... .......... .......... .......... 19% 82.9M 4s
 21200K .......... .......... .......... .......... .......... 19%  125M 4s
 21250K .......... .......... .......... .......... .......... 19%  138M 4s
 21300K .......... .......... .......... .......... .......... 19% 83.3M 4s
 21350K .......... .......... .......... .......... .......... 19%  134M 4s
 21400K .......... .......... .......... .......... .......... 19%  114M 4s
 21450K .......... .......... .......... .......... .......... 19%  147M 4s
 21500K .......... .......... .......... .......... .......... 19% 85.1M 4s
 21550K .......... .......... .......... .......... .......... 19%  137M 4s
 21600K .......... .......... .......... .......... .......... 19%  129M 4s
 21650K .......... .......... .......... .......... .......... 19% 82.0M 4s
 21700K .......... .......... .......... .......... .......... 19%  138M 4s
 21750K .......... .......... .......... .......... .......... 19%  130M 4s
